Porto,Pais_Nome,CO_PAIS,Sentido,CO_ANO,VL_FOB,KG
Rio Grande,Outros,199,EXP,2024,17966,1746
Rio Grande,Outros,200,EXP,2023,225002,7400
Rio Grande,Outros,200,EXP,2024,207291,6719
Rio Grande,Outros,229,EXP,2023,12529,1056
Rio Grande,Outros,229,EXP,2024,92332,1809
Rio Grande,Outros,235,EXP,2023,1821,11
Rio Grande,Outros,235,EXP,2024,8087,406
Rio Grande,Outros,240,EXP,2023,3067267,3383
Rio Grande,Outros,240,EXP,2024,5772095,11103
Rio Grande,Outros,240,IMP,2023,9322,88
Rio Grande,Outros,240,IMP,2024,1968,9
Rio Grande,Outros,243,IMP,2024,33,0
Rio Grande,Outros,246,EXP,2023,297376,12647
Rio Grande,Outros,246,EXP,2024,391145,27372
Rio Grande,Outros,246,IMP,2023,131346,5682
Rio Grande,Outros,246,IMP,2024,279707,7879
Rio Grande,Outros,247,EXP,2023,339631,5885
Rio Grande,Outros,247,EXP,2024,205126,15311
Rio Grande,Outros,247,IMP,2023,1864923,126272
Rio Grande,Outros,247,IMP,2024,726810,34904
Rio Grande,Outros,251,EXP,2023,236924,3185
Rio Grande,Outros,251,EXP,2024,165831,4000
Rio Grande,Outros,251,IMP,2023,19842,371
Rio Grande,Outros,251,IMP,2024,220375,10964
Rio Grande,Outros,253,EXP,2023,1843,89
Rio Grande,Outros,253,EXP,2024,184077,3591
Rio Grande,Outros,271,EXP,2023,1115279,25463
Rio Grande,Outros,271,EXP,2024,905104,22646
Rio Grande,Outros,271,IMP,2023,942509,22907
Rio Grande,Outros,271,IMP,2024,875978,9557
Rio Grande,Outros,281,EXP,2023,59838,42
Rio Grande,Outros,289,EXP,2023,124450,3746
Rio Grande,Outros,289,EXP,2024,55323,1976
Rio Grande,Outros,289,IMP,2024,4366,500
Rio Grande,Outros,291,EXP,2023,21664,439
Rio Grande,Outros,291,EXP,2024,127097,1764
Rio Grande,Outros,291,IMP,2024,4519,1
Rio Grande,Outros,297,EXP,2023,9214,315
Rio Grande,Outros,297,EXP,2024,54,8
Rio Grande,Outros,301,EXP,2023,161730,4122
Rio Grande,Outros,301,EXP,2024,246715,5121
Rio Grande,Outros,301,IMP,2023,103274,1996
Rio Grande,Outros,301,IMP,2024,57548,313
Rio Grande,Outros,305,EXP,2023,25,1
Rio Grande,Outros,309,EXP,2023,202791,3424
Rio Grande,Outros,309,EXP,2024,129709,2244
Rio Grande,Outros,313,EXP,2023,325,10
Rio Grande,Outros,317,EXP,2023,7243004,180055
Rio Grande,Outros,317,EXP,2024,10717646,213381
Rio Grande,Outros,317,IMP,2023,2736,199
Rio Grande,Outros,317,IMP,2024,17661,516
Rio Grande,Outros,321,EXP,2024,3000,25
Rio Grande,Outros,325,EXP,2023,102465,1627
Rio Grande,Outros,325,EXP,2024,16738,329
Rio Grande,Outros,329,EXP,2024,4854,17
Rio Grande,Outros,331,EXP,2023,2024,53
Rio Grande,Outros,334,EXP,2023,152,32
Rio Grande,Outros,337,EXP,2023,420743,5869
Rio Grande,Outros,337,EXP,2024,554991,5770
Rio Grande,Outros,341,EXP,2023,208151,2689
Rio Grande,Outros,341,EXP,2024,1932100,13995
Rio Grande,Outros,345,EXP,2023,596505,11520
Rio Grande,Outros,345,EXP,2024,1802523,18055
Rio Grande,Outros,345,IMP,2023,4693,840
Rio Grande,Outros,345,IMP,2024,148965,3665
Rio Grande,Outros,357,EXP,2023,50,50
Rio Grande,Outros,357,EXP,2024,119,97
Rio Grande,Outros,365,EXP,2023,1027033,40095
Rio Grande,Outros,365,EXP,2024,835582,19171
Rio Grande,Outros,365,IMP,2023,879747,5548
Rio Grande,Outros,365,IMP,2024,614725,5458
Rio Grande,Outros,369,EXP,2023,5347,515
Rio Grande,Outros,369,EXP,2024,16066,684
Rio Grande,Outros,372,EXP,2023,9582,192
Rio Grande,Outros,372,EXP,2024,8664,277
Rio Grande,Outros,379,EXP,2023,7510,72
Rio Grande,Outros,379,EXP,2024,3141,85
Rio Grande,Outros,379,IMP,2023,2839820,5688
Rio Grande,Outros,379,IMP,2024,3226649,5156
Rio Grande,Outros,391,EXP,2023,154814,3533
Rio Grande,Outros,391,EXP,2024,267283,5507
Rio Grande,Outros,391,IMP,2023,357,0
Rio Grande,Outros,391,IMP,2024,1039,9
Rio Grande,Outros,403,EXP,2023,284187,2809
Rio Grande,Outros,403,EXP,2024,228419,4429
Rio Grande,Outros,403,IMP,2023,650,43
Rio Grande,Outros,420,EXP,2023,1,1
Rio Grande,Outros,420,IMP,2023,115,0
Rio Grande,Outros,426,EXP,2023,82774,644
Rio Grande,Outros,426,EXP,2024,18276,249
Rio Grande,Outros,427,EXP,2023,94359,3148
Rio Grande,Outros,427,EXP,2024,124350,3673
Rio Grande,Outros,427,IMP,2023,5611,229
Rio Grande,Outros,427,IMP,2024,6318,104
Rio Grande,Outros,431,EXP,2023,583563,10381
Rio Grande,Outros,431,EXP,2024,613215,10632
Rio Grande,Outros,431,IMP,2023,37108,27
Rio Grande,Outros,431,IMP,2024,31690,17
Rio Grande,Outros,434,EXP,2024,5,3
Rio Grande,Outros,438,EXP,2023,16207,209
Rio Grande,Outros,438,EXP,2024,2327,83
Rio Grande,Outros,440,IMP,2023,25572,201
Rio Grande,Outros,440,IMP,2024,108711,867
Rio Grande,Outros,442,EXP,2023,77744,1283
Rio Grande,Outros,442,EXP,2024,38519,2182
Rio Grande,Outros,442,IMP,2023,602761,10016
Rio Grande,Outros,442,IMP,2024,188636,919
Rio Grande,Outros,445,EXP,2023,247483,1007
Rio Grande,Outros,445,EXP,2024,203950,426
Rio Grande,Outros,445,IMP,2023,971859,9134
Rio Grande,Outros,445,IMP,2024,1264174,14027
Rio Grande,Outros,447,EXP,2023,10323,566
Rio Grande,Outros,447,EXP,2024,3950,107
Rio Grande,Outros,449,EXP,2023,49365,235
Rio Grande,Outros,449,EXP,2024,5,5
Rio Grande,Outros,449,IMP,2023,97,0
Rio Grande,Outros,450,EXP,2023,26513,168
Rio Grande,Outros,450,EXP,2024,32609,493
Rio Grande,Outros,450,IMP,2024,2311,4
Rio Grande,Outros,458,EXP,2023,55944,722
Rio Grande,Outros,458,EXP,2024,19965,80
Rio Grande,Outros,461,EXP,2023,30595,881
Rio Grande,Outros,461,EXP,2024,85086,7173
Rio Grande,Outros,464,EXP,2023,4479,497
Rio Grande,Outros,464,EXP,2024,3133,222
Rio Grande,Outros,464,IMP,2024,20,0
Rio Grande,Outros,467,EXP,2023,54829,1082
Rio Grande,Outros,467,EXP,2024,96028,3934
Rio Grande,Outros,467,IMP,2023,36556,127
Rio Grande,Outros,467,IMP,2024,56608,92
Rio Grande,Outros,474,EXP,2023,90863,1333
Rio Grande,Outros,474,EXP,2024,86554,2692
Rio Grande,Outros,474,IMP,2023,513101,1398
Rio Grande,Outros,474,IMP,2024,191040,1463
Rio Grande,Outros,477,EXP,2023,168215,2788
Rio Grande,Outros,477,EXP,2024,157339,7218
Rio Grande,Outros,485,EXP,2023,67703,1829
Rio Grande,Outros,485,EXP,2024,109263,2985
Rio Grande,Outros,485,IMP,2023,470,5
Rio Grande,Outros,485,IMP,2024,370,4
Rio Grande,Outros,488,EXP,2023,4000,15
Rio Grande,Outros,488,EXP,2024,46010,261
Rio Grande,Outros,488,IMP,2024,437,0
Rio Grande,Outros,494,EXP,2023,5687,37
Rio Grande,Outros,494,EXP,2024,22885,31
Rio Grande,Outros,495,EXP,2024,6945,3
Rio Grande,Outros,497,EXP,2024,100,77
Rio Grande,Outros,505,EXP,2023,163685,2312
Rio Grande,Outros,505,EXP,2024,244601,2235
Rio Grande,Outros,505,IMP,2023,1051,200
Rio Grande,Outros,507,EXP,2023,83740,956
Rio Grande,Outros,507,EXP,2024,133502,1374
Rio Grande,Outros,507,IMP,2024,1392,25
Rio Grande,Outros,517,EXP,2024,13550,482
Rio Grande,Outros,517,IMP,2023,6344,570
Rio Grande,Outros,517,IMP,2024,8,0
Rio Grande,Outros,521,EXP,2023,615317,17855
Rio Grande,Outros,521,EXP,2024,519168,19586
Rio Grande,Outros,521,IMP,2023,6157,990
Rio Grande,Outros,521,IMP,2024,7360,875
Rio Grande,Outros,525,EXP,2023,26669,636
Rio Grande,Outros,525,EXP,2024,27125,468
Rio Grande,Outros,528,EXP,2023,534632,30192
Rio Grande,Outros,528,EXP,2024,216547,9415
Rio Grande,Outros,528,IMP,2023,64390,3701
Rio Grande,Outros,528,IMP,2024,27140,1335
Rio Grande,Outros,538,EXP,2023,480158,17339
Rio Grande,Outros,538,EXP,2024,939222,40559
Rio Grande,Outros,538,IMP,2023,203950,715
Rio Grande,Outros,538,IMP,2024,126384,3680
Rio Grande,Outros,542,EXP,2023,1138,21
Rio Grande,Outros,542,EXP,2024,584,9
Rio Grande,Outros,545,EXP,2023,15,5
Rio Grande,Outros,548,EXP,2023,388619,6207
Rio Grande,Outros,548,EXP,2024,278474,11110
Rio Grande,Outros,548,IMP,2023,629762,4439
Rio Grande,Outros,548,IMP,2024,710234,5975
Rio Grande,Outros,556,EXP,2023,54931,799
Rio Grande,Outros,556,EXP,2024,25564,1044
Rio Grande,Outros,576,EXP,2023,834981,11406
Rio Grande,Outros,576,EXP,2024,1026487,13030
Rio Grande,Outros,576,IMP,2023,409950,14092
Rio Grande,Outros,576,IMP,2024,473194,8842
Rio Grande,Outros,578,EXP,2023,19283,524
Rio Grande,Outros,580,EXP,2023,2649673,242054
Rio Grande,Outros,580,EXP,2024,2963778,144382
Rio Grande,Outros,586,EXP,2023,1865075,17659
Rio Grande,Outros,586,EXP,2024,2080358,22055
Rio Grande,Outros,586,IMP,2024,12615,30
Rio Grande,Outros,599,EXP,2023,26947,632
Rio Grande,Outros,599,EXP,2024,40936,455
Rio Grande,Outros,599,IMP,2023,85,2
Rio Grande,Outros,623,EXP,2023,124995,6278
Rio Grande,Outros,623,EXP,2024,1398551,13800
Rio Grande,Outros,623,IMP,2023,3577,159
Rio Grande,Outros,623,IMP,2024,339,138
Rio Grande,Outros,625,EXP,2023,4117,55
Rio Grande,Outros,640,IMP,2023,15648,13
Rio Grande,Outros,647,EXP,2023,2070753,63039
Rio Grande,Outros,647,EXP,2024,2536714,148910
Rio Grande,Outros,647,IMP,2023,682290,4541
Rio Grande,Outros,647,IMP,2024,766777,4740
Rio Grande,Outros,660,EXP,2023,126835,4689
Rio Grande,Outros,660,EXP,2024,102210,4122
Rio Grande,Outros,665,EXP,2023,44273,1099
Rio Grande,Outros,665,EXP,2024,97654,2272
Rio Grande,Outros,665,IMP,2023,20544,293
Rio Grande,Outros,665,IMP,2024,94831,10160
Rio Grande,Outros,670,EXP,2023,1137092,29421
Rio Grande,Outros,670,EXP,2024,759392,19744
Rio Grande,Outros,670,IMP,2023,599385,3224
Rio Grande,Outros,670,IMP,2024,327172,11284
Rio Grande,Outros,675,EXP,2023,1505,80
Rio Grande,Outros,676,EXP,2023,113940,3789
Rio Grande,Outros,676,EXP,2024,99216,1673
Rio Grande,Outros,676,IMP,2023,19603,127
Rio Grande,Outros,676,IMP,2024,5320,19
Rio Grande,Outros,677,EXP,2024,14,4
Rio Grande,Outros,687,EXP,2023,1754007,46078
Rio Grande,Outros,687,EXP,2024,2381566,87435
Rio Grande,Outros,687,IMP,2023,33715,112
Rio Grande,Outros,687,IMP,2024,55784,114
Rio Grande,Outros,690,IMP,2024,1920,18
Rio Grande,Outros,691,EXP,2024,2348,8
Rio Grande,Outros,693,EXP,2024,19099,198
Rio Grande,Outros,695,EXP,2024,6529,52
Rio Grande,Outros,697,IMP,2023,824,6
Rio Grande,Outros,697,IMP,2024,4552,34
Rio Grande,Outros,698,EXP,2023,41421,594
Rio Grande,Outros,698,EXP,2024,5454,94
Rio Grande,Outros,699,EXP,2023,161468,2523
Rio Grande,Outros,699,EXP,2024,87787,1613
Rio Grande,Outros,705,EXP,2023,30820,143
Rio Grande,Outros,705,EXP,2024,5998,210
Rio Grande,Outros,715,EXP,2023,9911,171
Rio Grande,Outros,715,EXP,2024,56998,3755
Rio Grande,Outros,715,IMP,2024,148,0
Rio Grande,Outros,720,EXP,2023,54463,956
Rio Grande,Outros,720,EXP,2024,51117,1598
Rio Grande,Outros,728,EXP,2023,132392,3210
Rio Grande,Outros,728,EXP,2024,37861,1549
Rio Grande,Outros,731,EXP,2023,9450,21
Rio Grande,Outros,731,EXP,2024,4614,106
Rio Grande,Outros,731,IMP,2023,45,0
Rio Grande,Outros,735,EXP,2024,17268,92
Rio Grande,Outros,737,EXP,2023,1966325,17070
Rio Grande,Outros,737,EXP,2024,574665,7630
Rio Grande,Outros,737,IMP,2023,288619,8512
Rio Grande,Outros,737,IMP,2024,194205,7195
Rio Grande,Outros,750,EXP,2023,458617,6715
Rio Grande,Outros,750,EXP,2024,30888,1249
Rio Grande,Outros,750,IMP,2023,5922,34
Rio Grande,Outros,750,IMP,2024,5798,209
Rio Grande,Outros,754,IMP,2023,44734,19
Rio Grande,Outros,759,EXP,2023,585,195
Rio Grande,Outros,770,EXP,2023,26138,1254
Rio Grande,Outros,770,EXP,2024,119177,13749
Rio Grande,Outros,780,EXP,2023,161848,2169
Rio Grande,Outros,780,EXP,2024,264803,5499
Rio Grande,Outros,780,IMP,2023,741,8
Rio Grande,Outros,780,IMP,2024,42122,5390
Rio Grande,Outros,788,EXP,2024,96180,945
Rio Grande,Outros,800,EXP,2023,2902,7
Rio Grande,Outros,800,EXP,2024,29977,701
Rio Grande,Outros,810,EXP,2023,115227,1596
Rio Grande,Outros,815,EXP,2023,332542,10632
Rio Grande,Outros,815,EXP,2024,289777,7844
Rio Grande,Outros,815,IMP,2024,7,2
Rio Grande,Outros,820,EXP,2023,912300,47256
Rio Grande,Outros,820,EXP,2024,691134,56642
Rio Grande,Outros,820,IMP,2023,15119,356
Rio Grande,Outros,820,IMP,2024,12642,653
Rio Grande,Outros,823,EXP,2023,4072,44
Rio Grande,Outros,823,EXP,2024,194,0
Rio Grande,Outros,831,EXP,2023,416011,4823
Rio Grande,Outros,831,EXP,2024,259197,4864
Rio Grande,Outros,831,IMP,2023,231348,2898
Rio Grande,Outros,831,IMP,2024,1906782,3524
Rio Grande,Outros,833,EXP,2023,76753,7632
Rio Grande,Outros,833,EXP,2024,151999,14899
Rio Grande,Outros,845,EXP,2023,5354578,53781
Rio Grande,Outros,845,EXP,2024,4169612,61629
Rio Grande,Outros,845,IMP,2023,669278,4181
Rio Grande,Outros,845,IMP,2024,518650,1668
Rio Grande,Outros,847,EXP,2023,620257,20748
Rio Grande,Outros,847,EXP,2024,11750,370
Rio Grande,Outros,848,EXP,2023,121,0
Rio Grande,Outros,850,EXP,2023,3007945,47572
Rio Grande,Outros,850,EXP,2024,2312054,51493
Rio Grande,Outros,863,EXP,2023,29244,723
Rio Grande,Outros,863,EXP,2024,53217,1074
Rio Grande,Outros,866,EXP,2023,93,4
Rio Grande,Outros,866,EXP,2024,13225,119
Rio Grande,Outros,870,EXP,2023,4864,6
Rio Grande,Outros,888,EXP,2023,213800,10541
Rio Grande,Outros,888,EXP,2024,231614,17485
Rio Grande,Outros,890,EXP,2023,269237,4057
Rio Grande,Outros,890,EXP,2024,256341,3729
Rio Grande,Outros,890,IMP,2024,32899,5430
Rio Grande,Paquistão,603,EXP,2023,9302766,49258
Rio Grande,Paquistão,603,EXP,2024,4345784,53023
Rio Grande,Paquistão,603,IMP,2023,2602137,56360
Rio Grande,Paquistão,603,IMP,2024,4844475,106529
Rio Grande,Países Baixos,275,EXP,2023,5729158,133488
Rio Grande,Países Baixos,275,EXP,2024,5308262,153047
Rio Grande,Países Baixos,275,IMP,2023,9371087,107332
Rio Grande,Países Baixos,275,IMP,2024,8140619,86031
Rio Grande,Países Baixos,611,EXP,2023,3912534,110930
Rio Grande,Países Baixos,611,EXP,2024,4363155,118605
Rio Grande,Países Baixos,611,IMP,2023,45088,46
Rio Grande,Países Baixos,611,IMP,2024,10142,4
Rio Grande,Peru,628,EXP,2023,7081325,163523
Rio Grande,Peru,628,EXP,2024,4937027,115858
Rio Grande,Peru,628,IMP,2023,8192841,54666
Rio Grande,Peru,628,IMP,2024,7771676,33906
Rio Grande,Portugal,573,EXP,2023,2568591,70017
Rio Grande,Portugal,573,EXP,2024,2521141,72340
Rio Grande,Portugal,573,IMP,2023,2482184,41059
Rio Grande,Portugal,573,IMP,2024,3912354,51233
Rio Grande,Reino Unido,158,EXP,2023,34554598,1234274
Rio Grande,Reino Unido,158,EXP,2024,28325347,974862
Rio Grande,Reino Unido,158,IMP,2023,330687,10028
Rio Grande,Reino Unido,158,IMP,2024,296735,5442
Rio Grande,Singapura,767,EXP,2023,1596701,14557
Rio Grande,Singapura,767,EXP,2024,1261437,11965
Rio Grande,Singapura,767,IMP,2023,7126874,47770
Rio Grande,Singapura,767,IMP,2024,8136490,57807
Rio Grande,Sri Lanka,244,EXP,2023,4059887,62772
Rio Grande,Sri Lanka,244,EXP,2024,4090207,68449
Rio Grande,Sri Lanka,244,IMP,2023,101452,70
Rio Grande,Sri Lanka,244,IMP,2024,155080,2176
Rio Grande,Suécia,756,EXP,2023,7674157,184741
Rio Grande,Suécia,756,EXP,2024,5562854,163638
Rio Grande,Suécia,756,IMP,2023,27809,548
Rio Grande,Suécia,756,IMP,2024,924145,22150
Rio Grande,Suíça,764,EXP,2023,7725223,19332
Rio Grande,Suíça,764,EXP,2024,6787684,20633
Rio Grande,Suíça,764,IMP,2023,2863648,43227
Rio Grande,Suíça,764,IMP,2024,2848747,28326
Rio Grande,Tailândia,741,EXP,2023,2790219,44117
Rio Grande,Tailândia,741,EXP,2024,1445442,22111
Rio Grande,Tailândia,741,IMP,2023,2963146,6610
Rio Grande,Tailândia,741,IMP,2024,1207706,5194
Rio Grande,Taiwan,776,EXP,2023,1987438,45279
Rio Grande,Taiwan,776,EXP,2024,2039907,72585
Rio Grande,Taiwan,776,IMP,2023,7156572,18628
Rio Grande,Taiwan,776,IMP,2024,8367561,38174
Rio Grande,Turquia,791,EXP,2023,816096,12422
Rio Grande,Turquia,791,EXP,2024,894433,15990
Rio Grande,Turquia,791,IMP,2023,3019630,30362
Rio Grande,Turquia,791,IMP,2024,1225636,37533
Rio Grande,Uruguai,858,EXP,2023,6136633,193227
Rio Grande,Uruguai,858,EXP,2024,6743743,215202
Rio Grande,Uruguai,858,IMP,2023,3456201,20763
Rio Grande,Uruguai,858,IMP,2024,3149252,29058
Rio Grande,Vietname,827,EXP,2023,4406598,24985
Rio Grande,Vietname,827,EXP,2024,1941354,31865
Rio Grande,Vietname,827,IMP,2023,2451210,61227
Rio Grande,Vietname,827,IMP,2024,2739666,58456
Rio Grande,Áustria,63,EXP,2023,6972400,132284
Rio Grande,Áustria,63,EXP,2024,6630664,82422
Rio Grande,Áustria,63,IMP,2023,2743249,14195
Rio Grande,Áustria,63,IMP,2024,1881615,18738
Rio Grande,Índia,361,EXP,2023,6457067,161841
Rio Grande,Índia,361,EXP,2024,6270660,155707
Rio Grande,Índia,361,IMP,2023,8853299,139721
Rio Grande,Índia,361,IMP,2024,8927720,196681
Rio de Janeiro,Alemanha,232,EXP,2023,1034846,8209
Rio de Janeiro,Alemanha,232,EXP,2024,348613,3228
Rio de Janeiro,Alemanha,232,IMP,2023,67541582,198205
Rio de Janeiro,Alemanha,232,IMP,2024,85755998,186948
Rio de Janeiro,Argentina,23,EXP,2023,9809750,211940
Rio de Janeiro,Argentina,23,EXP,2024,9404532,215657
Rio de Janeiro,Argentina,23,IMP,2023,385214554,1842284
Rio de Janeiro,Argentina,23,IMP,2024,427118702,1583921
Rio de Janeiro,Austrália,72,EXP,2023,1093955,23788
Rio de Janeiro,Austrália,72,EXP,2024,2806155,1030
Rio de Janeiro,Austrália,72,IMP,2023,13407212,203380
Rio de Janeiro,Austrália,72,IMP,2024,10643482,52076
Rio de Janeiro,Bolívia,87,EXP,2023,1817145,26083
Rio de Janeiro,Bolívia,87,EXP,2024,2819515,13133
Rio de Janeiro,Bolívia,87,IMP,2023,159380977,134259
Rio de Janeiro,Bolívia,87,IMP,2024,146938950,126202
Rio de Janeiro,Bélgica,190,EXP,2023,2723045,23437
Rio de Janeiro,Bélgica,190,EXP,2024,1704132,15461
Rio de Janeiro,Bélgica,190,IMP,2023,16538375,118353
Rio de Janeiro,Bélgica,190,IMP,2024,14917162,144481
Rio de Janeiro,Canadá,169,EXP,2023,58372617,224705
Rio de Janeiro,Canadá,169,EXP,2024,27486047,223250
Rio de Janeiro,Canadá,169,IMP,2023,631485,13817
Rio de Janeiro,Canadá,169,IMP,2024,1190997,23560
Rio de Janeiro,Chile,149,EXP,2023,5346490,57924
Rio de Janeiro,Chile,149,EXP,2024,14218254,75566
Rio de Janeiro,Chile,149,IMP,2023,94176061,171572
Rio de Janeiro,Chile,149,IMP,2024,161496736,178376
Rio de Janeiro,China,160,EXP,2023,12963285,33564
Rio de Janeiro,China,160,EXP,2024,6326932,30366
Rio de Janeiro,China,160,IMP,2023,241576475,1582666
Rio de Janeiro,China,160,IMP,2024,327596072,1315810
Rio de Janeiro,Colômbia,161,EXP,2023,216718,1742
Rio de Janeiro,Colômbia,161,EXP,2024,416755,1853
Rio de Janeiro,Colômbia,161,IMP,2023,54635455,30362
Rio de Janeiro,Colômbia,161,IMP,2024,92733717,33589
Rio de Janeiro,Coreia do Sul,399,EXP,2023,934103,20197
Rio de Janeiro,Coreia do Sul,399,EXP,2024,5125363,158460
Rio de Janeiro,Coreia do Sul,399,IMP,2023,89994795,178003
Rio de Janeiro,Coreia do Sul,399,IMP,2024,63620201,155404
Rio de Janeiro,Dinamarca,267,EXP,2023,138940,1196
Rio de Janeiro,Dinamarca,267,EXP,2024,161496,1170
Rio de Janeiro,Dinamarca,267,IMP,2023,1990988,18337
Rio de Janeiro,Dinamarca,267,IMP,2024,4836031,42219
Rio de Janeiro,EUA,249,EXP,2023,399671969,3854332
Rio de Janeiro,EUA,249,EXP,2024,380475344,4924497
Rio de Janeiro,EUA,249,IMP,2023,5342155494,4484903
Rio de Janeiro,EUA,249,IMP,2024,6705061118,5394044
Rio de Janeiro,Espanha,245,EXP,2023,12197194,327448
Rio de Janeiro,Espanha,245,EXP,2024,8173154,417181
Rio de Janeiro,Espanha,245,IMP,2023,33001891,224958
Rio de Janeiro,Espanha,245,IMP,2024,87723316,496443
Rio de Janeiro,Filipinas,607,EXP,2023,4571398,633748
Rio de Janeiro,Filipinas,607,EXP,2024,4952505,653387
Rio de Janeiro,Filipinas,607,IMP,2023,4224441,62469
Rio de Janeiro,Filipinas,607,IMP,2024,3778583,47255
Rio de Janeiro,França,351,EXP,2023,1304280,6491
Rio de Janeiro,França,351,EXP,2024,2579214,7137
Rio de Janeiro,França,351,IMP,2023,2690439,12917
Rio de Janeiro,França,351,IMP,2024,2900316,26531
Rio de Janeiro,Grécia,196,EXP,2023,3137303,51458
Rio de Janeiro,Grécia,196,EXP,2024,2447836,42354
Rio de Janeiro,Grécia,196,IMP,2023,450977,2753
Rio de Janeiro,Grécia,196,IMP,2024,822652,9736
Rio de Janeiro,Indonésia,239,EXP,2023,7875866,44637
Rio de Janeiro,Indonésia,239,EXP,2024,1988636,53838
Rio de Janeiro,Indonésia,239,IMP,2023,52192,381
Rio de Janeiro,Indonésia,239,IMP,2024,65755,5897
Rio de Janeiro,Irlanda,355,EXP,2023,543887,2679
Rio de Janeiro,Irlanda,355,EXP,2024,838321,157993
Rio de Janeiro,Irlanda,355,IMP,2023,6047440,35851
Rio de Janeiro,Irlanda,355,IMP,2024,7996557,33098
Rio de Janeiro,Israel,383,EXP,2023,2168152,3349
Rio de Janeiro,Israel,383,EXP,2024,2117899,2595
Rio de Janeiro,Israel,383,IMP,2023,32050599,39855
Rio de Janeiro,Israel,383,IMP,2024,28902926,32178
Rio de Janeiro,Itália,375,EXP,2023,927810,293
Rio de Janeiro,Itália,375,EXP,2024,3014619,170
Rio de Janeiro,Itália,375,IMP,2023,14637166,50566
Rio de Janeiro,Itália,375,IMP,2024,14122865,45712
Rio de Janeiro,Japão,386,EXP,2023,25081285,248501
Rio de Janeiro,Japão,386,EXP,2024,25336463,443542
Rio de Janeiro,Japão,386,IMP,2023,219162174,435134
Rio de Janeiro,Japão,386,IMP,2024,296831550,462417
Rio de Janeiro,Malásia,455,EXP,2023,2147761,11208
Rio de Janeiro,Malásia,455,EXP,2024,1125353,11431
Rio de Janeiro,Malásia,455,IMP,2023,55413697,109511
Rio de Janeiro,Malásia,455,IMP,2024,55499068,26572
Rio de Janeiro,México,493,EXP,2023,37243946,239598
Rio de Janeiro,México,493,EXP,2024,29811871,536188
Rio de Janeiro,México,493,IMP,2023,95836513,514931
Rio de Janeiro,México,493,IMP,2024,141285162,855803
Rio de Janeiro,Noruega,589,EXP,2023,6616715,182352
Rio de Janeiro,Noruega,589,EXP,2024,5997474,263715
Rio de Janeiro,Noruega,589,IMP,2023,668042,15179
Rio de Janeiro,Noruega,589,IMP,2024,1028578,21013
Rio de Janeiro,Outros,13,EXP,2023,137571,1309
Rio de Janeiro,Outros,13,IMP,2023,12590,519
Rio de Janeiro,Outros,13,IMP,2024,4264,19
Rio de Janeiro,Outros,15,IMP,2023,55617,591
Rio de Janeiro,Outros,15,IMP,2024,32133,272
Rio de Janeiro,Outros,17,IMP,2023,165667,437
Rio de Janeiro,Outros,17,IMP,2024,74608,485
Rio de Janeiro,Outros,37,EXP,2024,4064,16
Rio de Janeiro,Outros,37,IMP,2024,812,0
Rio de Janeiro,Outros,40,EXP,2023,2637225,25292
Rio de Janeiro,Outros,40,EXP,2024,1535511,20364
Rio de Janeiro,Outros,40,IMP,2023,6038,22
Rio de Janeiro,Outros,41,EXP,2023,128,3
Rio de Janeiro,Outros,43,EXP,2023,6746,32
Rio de Janeiro,Outros,43,EXP,2024,1598,11
Rio de Janeiro,Outros,43,IMP,2024,6175,0
Rio de Janeiro,Outros,53,EXP,2023,953653,30633
Rio de Janeiro,Outros,53,EXP,2024,1479375,32743
Rio de Janeiro,Outros,53,IMP,2023,186372,3470
Rio de Janeiro,Outros,53,IMP,2024,741797,9756
Rio de Janeiro,Outros,59,EXP,2023,585901,2206
Rio de Janeiro,Outros,59,EXP,2024,3864892,116108
Rio de Janeiro,Outros,64,EXP,2023,13175,559
Rio de Janeiro,Outros,64,EXP,2024,56069,964
Rio de Janeiro,Outros,65,EXP,2023,20558,129
Rio de Janeiro,Outros,65,EXP,2024,5216,134
Rio de Janeiro,Outros,69,EXP,2023,2647810,3686
Rio de Janeiro,Outros,69,EXP,2024,924426,4914
Rio de Janeiro,Outros,69,IMP,2023,4304558,12358
Rio de Janeiro,Outros,69,IMP,2024,3474968,15311
Rio de Janeiro,Outros,73,EXP,2023,88669,2191
Rio de Janeiro,Outros,73,EXP,2024,388647,2589
Rio de Janeiro,Outros,73,IMP,2023,5960,35
Rio de Janeiro,Outros,77,EXP,2023,768,2
Rio de Janeiro,Outros,77,EXP,2024,161280,2520
Rio de Janeiro,Outros,77,IMP,2024,2546,43
Rio de Janeiro,Outros,80,EXP,2023,148209,2730
Rio de Janeiro,Outros,80,EXP,2024,12024,936
Rio de Janeiro,Outros,80,IMP,2023,786,6
Rio de Janeiro,Outros,81,EXP,2023,24560,917
Rio de Janeiro,Outros,81,EXP,2024,13140,1240
Rio de Janeiro,Outros,81,IMP,2023,2816,27
Rio de Janeiro,Outros,81,IMP,2024,2833,49
Rio de Janeiro,Outros,83,EXP,2023,10080,137
Rio de Janeiro,Outros,83,EXP,2024,10776,91
Rio de Janeiro,Outros,85,IMP,2023,7411,21
Rio de Janeiro,Outros,85,IMP,2024,4670,64
Rio de Janeiro,Outros,88,EXP,2024,5,4
Rio de Janeiro,Outros,88,IMP,2023,2538,25
Rio de Janeiro,Outros,90,EXP,2023,1280,4
